system,group,ligand_key,smiles
tnks2,merck,5l,CC(C)(O)c1ccc(-c2nc3c(F)ccc(F)c3c(=O)[nH]2)cc1
tnks2,merck,5m,Cc1cc(F)cc2c(=O)[nH]c(-c3ccc(C(C)(C)O)cc3)nc12
tnks2,merck,5n,CC(C)(OCCO)c1ccc(-c2nc3ccc(F)cc3c(=O)[nH]2)cc1
tnks2,merck,5o adjust,Cc1cc(F)cc2c(=O)[nH]c(-c3ccc(C(C)(C)OCCO)cc3)nc12
tnks2,merck,5p,COCCOC(C)(C)c1ccc(-c2nc3ccc(F)cc3c(=O)[nH]2)cc1
tnks2,merck,7,CC(C)(O)c1ccc(-c2nc3ccc(F)cc3c(=O)[nH]2)nc1
tnks2,merck,8a,CN1CCN(c2ccc(-c3nc4ccc(F)cc4c(=O)[nH]3)cc2)CC1
tnks2,merck,8b,Cc1cc(F)cc2c(=O)[nH]c(-c3ccc(N4CCN(C)CC4)cc3)nc12
tnks2,merck,8c adjust,O=c1[nH]c(-c2ccc(C3CCNCC3)cc2)nc2c(F)cc(F)cc12
tnks2,merck,8d,Cc1cc(F)cc2c(=O)[nH]c(-c3ccc(C4CCNCC4)cc3)nc12
tnks2,merck,8e,C[N@]1CC[C@H](c2ccc(-c3nc4c(F)cc(F)cc4c(=O)[nH]3)cc2)CC1
tnks2,merck,8f,Cc1cc(F)cc2c(=O)[nH]c(-c3ccc([C@H]4CC[N@](C)CC4)cc3)nc12
tyk2,charge_annihilation_set,ejm 46,O=C(Nc1ccnc(NC(=O)C2CC2)c1)c1c(Cl)cccc1Cl
tyk2,charge_annihilation_set,ejm 47,O=C(Nc1ccnc(NC(=O)C2CCC2)c1)c1c(Cl)cccc1Cl
tyk2,charge_annihilation_set,ejm 52charg,O=C(Nc1ccnc(NC(=O)C2CNC2)c1)c1c(Cl)cccc1Cl
tyk2,charge_annihilation_set,jmc 31,NC(=O)[C@@H]1C[C@@H]1C(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1
tyk2,charge_annihilation_set,jmc 32charg,O=C(Nc1ccnc(NC(=O)[C@H]2C[C@H]2C(=O)O)c1)c1c(Cl)cccc1Cl
tyk2,jacs_set,ejm 31,CC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1
tyk2,jacs_set,ejm 42,CCC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1
tyk2,jacs_set,ejm 43,CC(C)C(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1
tyk2,jacs_set,ejm 44,CC(C)(C)C(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1
tyk2,jacs_set,ejm 45,O=C(CC1CC1)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1
tyk2,jacs_set,ejm 46,O=C(Nc1ccnc(NC(=O)C2CC2)c1)c1c(Cl)cccc1Cl
tyk2,jacs_set,ejm 47,O=C(Nc1ccnc(NC(=O)C2CCC2)c1)c1c(Cl)cccc1Cl
tyk2,jacs_set,ejm 48,O=C(Nc1ccnc(NC(=O)C2CCCC2)c1)c1c(Cl)cccc1Cl
tyk2,jacs_set,ejm 49,O=C(Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1)c1ccccc1
tyk2,jacs_set,ejm 50,O=C(CO)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1
tyk2,jacs_set,ejm 54,CCNC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1
tyk2,jacs_set,ejm 55,COC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1
tyk2,jacs_set,jmc 23,O=C(Nc1ccnc(NC(=O)[C@H]2C[C@H]2F)c1)c1c(Cl)cccc1Cl
tyk2,jacs_set,jmc 27,O=C(Nc1ccnc(NC(=O)[C@H]2C[C@H]2Cl)c1)c1c(Cl)cccc1Cl
tyk2,jacs_set,jmc 28,C[C@@H]1C[C@@H]1C(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1
tyk2,jacs_set,jmc 30,N#C[C@@H]1C[C@@H]1C(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1
